Seq | Data_Center_Code | Name | TSN | Authority | Best_NODC7 | Collectors_Comment | Data_Managers_Comment | Short_Name | TSN_ITIS | APHIAID
90000000001602 | 90 | Phronima stebbingii | 206589 | VOSSELER, 1901 | 6170030100 |  | IOSdata | PHR | 206589 | 416586 
90000000000414 | 90 | Phronimella | 95180 |  | 6170030200 |  | KENNEDY 81039;KENNEDY 80027; | PHRONM | 95180 | 236610 
90000000002252 | 90 | Phronimella elongata | 95181 |  | 6170030200 |  | american CPR |  | 95181 | 236611 
90000000002012 | 90 | Phronimidae | 95172 |  | 6170030000 |  | american CPR | PHRFAM | 95172 | 101420 
90000000000582 | 90 | Phronimopsis | 95161 |  | 6170011200 |  | KENNEDY 81039;KENNEDY 80027;IOSdata | PHRONP | 95161 | 236571 
90000000002253 | 90 | Phronimopsis sarsi | 95162 |  | 6170011200 |  | american CPR |  | 95162 | 579775 
90000000001548 | 90 | Phronimopsis spinifera | 95163 |  | 6170011200 |  | IOSdata | PHR | 95163 | 236572 
90000000000577 | 90 | Phronoe | 95107 | Milne Edwards, 1830 | 6170000000 | original Phronoe is probably a mis-spelling | KENNEDY 81039;KENNEDY 80027;KENNEDY-81039 3-5 | PHR | 95107 | 1205 
90000000000036 | 90 | Phrosina | 95183 |  | 6170040100 |  | KENNEDY 79006;KENNEDY 80027; | PHR | 95183 | 101805 
90000000000347 | 90 | Phrosina semilunata | 95184 |  | 6170040101 |  | KENNEDY 76026 | PHR | 95184 | 103273 
90000000002013 | 90 | Phrosinidae | 95182 |  | 6170040000 |  | american CPR |  | 95182 | 101421 
90000000005125 | 20 | Phryxus abdominalis | 546265 |  | 1 |  | NL - Trinity Bay |  | 546265 | 148656 
90000000001872 | 90 | Phycinae | 131752 |  | 6494020000 |  | SSIP | PHY | 131752 | 535936 
90000000002972 | 90 | Phycis | 164750 |  | 8791031600 | AFS | NFLD_longlist |  | 164750 | 125773 
90000000001873 | 90 | Phycis chesteri | 164734 |  | 8791031004 |  | SSIP | PHY | 164734 | 158988 
90000000003207 | 90 | Phyllodoce | 65359 | Savigny, 1818 | 3240032700 | nfld authority field blank;  SFG | NFLD_longlist |  | 65359 | 129455 
90000000000974 | 90 | Phyllodoce catenula | -7888 |  | 5001130000 | no data |  | PHY | NaN | 337558 
90000000003608 | 90 | Phyllodoce groenlandica | 65233 | Oersted | 5001130000 | Oersted, 1842 in Pettibone | NFLD_longlist |  | 65233 | 334506 
90000000003561 | 90 | Phyllodoce maculata | 65241 |  | 5001130000 | nfld authority field blank;  SFG | NFLD_longlist |  | 65241 | 334510 
90000000005810 | 20 | Phyllodocida | 555674 |  | 1 |  | IOSzooplanktondbase_Dec2012 |  | 555674 | 892 
90000000000625 | 90 | Phyllodocidae | 65228 |  | 5001130000 |  | KENNEDY 84037;KENNEDY 80027; | PHYFAM | 65228 | 931 
90000000002135 | 90 | Phyllopus | 86001 | BRADY, 1883 | 6118240300 | ROSE BRODSKII WILSON OWRE&FOYO (G. Brady, 1883) | american CPR; IOSdata | PHYLLO | 86001 | 104205 
90000000003751 | 20 | Phyllopus aequalis | 86007 | G.O. SARS, 1920 | 6118240300 |  | JGOFS 93002 |  | 86007 | 104717 
90000000001151 | 90 | Phyllopus bidentatus | 86002 | BRADY, 1883 | 6118240300 | ROSE BRODSKII WILSON OWRE&FOYO (G. Brady, 1883) | IOSdata | PHYBID | 86002 | 104718 
90000000002254 | 90 | Phyllopus helgae | 86003 | FARRAN | 6118240300 | ROSE (FARRAN,1908) BRODSKII (Farran, 1908) OWRE&FOYO (Farran, 1908) | KENNEDY 80027;american CPR |  | 86003 | 104719 
90000000002427 | 90 | Phyllopus impar | 86006 | FARRAN | 6118240300 | ROSE (FARRAN,1908) OWRE&FOYO(Farran, 1908) | KENNEDY 80027;KENNEDY_87022 |  | 86006 | 104720 
90000000004441 | 20 | Phyllopus integer | 86004 |  | 6118240300 |  | IOS1 |  | 86004 | 365182 
90000000002974 | 90 | Physalia | 51435 |  | 3718020100 | Shih | NFLD_longlist |  | 51435 | 135382 
90000000002935 | 90 | Physalia physalis | 51436 | (LINNAEUS, 1758) | 3718020100 | CHECK ITIS SPELLING | NFLD_LONGLIST |  | 51436 | 135479 
90000000005126 | 20 | Physaliidae | 51434 |  | 3718020000 |  | NL - Trinity Bay |  | 51434 | 135342 
90000000001874 | 90 | Physiculus fulvus | 550838 | BEAN, 1884 | 8791010301 |  | SSIP | PHY | 550838 | 158987 
90000000003700 | 90 | physonect siphonophore | 718936 |  | 3715000000 |  | physonect siphonophore |  | 718936 | 135335 
90000000000685 | 90 | Physophora | 51406 | FORSKAL, 1775 | 3717020100 | jelly | KENNEDY 79006;KENNEDY 80027; | PHYSOP | 51406 | 135397 
90000000000807 | 90 | Physophora hydrostatica | 51407 | FORSSKAL, 1775 | 3717020100 |  |  | PHYHYD | 51407 | 135504 
90000000000389 | 90 | Physophorae | 51380 |  | 3715000000 |  | KENNEDY 77007;MK_JULY2002_changed spelling from physonect siphonophore; added TSN | PHY | 51380 | 152176 
90000000005127 | 20 | Physophoridae | 51405 |  | 3717020000 |  | NL - Trinity Bay |  | 51405 | 135348 
90000000000607 | 90 | Physosomata | 609955 | PIRLOT, 1929 | 6170000000 |  | KENNEDY 79006 | PHY | 609955 | 155686 
90000000000070 | 90 | phytoplankton | -5006 |  | 400000000 | WOD -5000 series; notinITIS; | KENNEDY 85015; CPRdata | PHY | 0 | 0 
90000000002397 | 90 | phytoplankton color | -5998 | CPR protocol | -1 | phytoplankton color (relative units) | CPRdata | PHY_CLR | 0 | 0 
90000000003790 | 20 | picoeukaryotes | -5911 |  | 300000000 |  | PHYTO_BILLLI |  | 0 | 0 
90000000003709 | 20 | picoplankton | -5000 |  | 300000000 |  | MESD_PHYTO_MONITORING |  | 0 | 0 
90000000001391 | 90 | Pinnotheridae | 98964 |  | 6189060000 |  |  | PIN | 98964 | 106775 
90000000002575 | 90 | Pinnularia | 4428 |  | 703050900 |  |  |  | 4428 | 149208 
90000000003881 | 20 | pipefish | 644927 | (Linnaeus, 1758) | 8717000000 |  | cpr2006b |  | 644927 | 127379 
90000000004285 | 90 | Piropsis polita | 13761 |  | 1702050200 | No autority or not found page   reference book Scientific Authority = autority not found | IML_PHYTO_Feb2007 |  | 13761 | 584809 
90000000005586 | 20 | Pisces | 0 |  | 0 |  | ABS_1962 |  | NaN | 11676 
90000000005769 | 20 | Pisidae | 621491 |  | 1 |  | IOSzooplanktondbase_Dec2012 |  | 621491 | 158438 
90000000003208 | 90 | Pitar | 81500 | Römer, 1857 | 5515471200 | nfld authority field blank;  Abbott | NFLD_longlist |  | 81500 | 138644 
90000000002975 | 90 | Pitar morrhuanus | 81501 | (Linsley, 1848) | 5515471200 | Abbott | NFLD_longlist |  | 81501 | 156963 
90000000005128 | 20 | Placopecten magellanicus | 79718 | (Gmelin, 1791) | 5509050900 |  | NL - Trinity Bay |  | 79718 | 156972 
90000000002081 | 90 | Plagiogramma | 3194 |  | 703011800 |  | american CPR |  | 3194 | 149314 
90000000003739 | 90 | Plagiogramma vanheurcki | 3195 |  | 703011801 |  | MESD_PHYTO_PPP2000 |  | 3195 | 149352 
90000000003655 | 20 | Plagiogrammopsis | -7914 | Hasle, von Stosch and Syvertsen, 1983 | 703010000 | Tomas C.R. ed. 1997.   Identifying Marine Phytoplankton.  Pg.95 | AZMP_PHYTO_2004 |  | NaN | 149056 
90000000004142 | 90 | Plagioselmis prolonga var. nordica | -70198 | Novarino, Lucas and Morrall, 1994 | 1402030800 | Bérard-Therriault, L.; Poulin, M.; Bosse, L. 1999. Guide d'identification du phytoplancton marin de l'estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publication spéciale canadienne des sciences halieutiques et aquatiques; 128. 387 p. page 249  reference book Scientific Authority = Novarino, Lucas et Morrall 1994 | IML_PHYTO_Feb2007 |  | NaN | 578574 
90000000002539 | 90 | Plagiotropis | 555624 | Pfitzer | 700000000 |  | MK_July2002_addedNODC for diatoms |  | 555624 | 149516 
90000000004143 | 90 | Plagiotropis longa | -70199 | (Cleve) Kuntze 1898 | -1 | Bérard-Therriault, L.; Poulin, M.; Bosse, L. 1999. Guide d'identification du phytoplancton marin de l'estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publication spéciale canadienne des sciences halieutiques et aquatiques; 128. 387 p. page 63  reference book Scientific Authority = (Cleve) Kuntze 1898 | IML_PHYTO_Feb2007 |  | NaN | 549216 
90000000004442 | 20 | Planaria | 54528 |  | 3915060400 |  | IOS1 |  | 54528 | 147038 
90000000003209 | 90 | Planes | 99054 | Bowdich, 1825 | 6189070700 | nfld authority field blank;  Squires | NFLD_longlist |  | 99054 | 106968 
90000000002976 | 90 | Planes minutus | 99055 | (Linnaeus, 1758) | 6189070700 | Williams | NFLD_longlist |  | 99055 | 107462 
90000000005869 | 20 | Planktonetta | -7 |  | 1 | type of Phaeodaria Reshetniak, V 1966 Glubokovodnye radioliarii Phaeodaria severo-zapadnoi chasti Tikhogo okeana Nauka Moskva; Leningrad no 94. Translated by E Roden and W Riedel, Scripps Institute of Oceanography under national Science Foundation Grant GN-687; Page 170 fig 111 Planktonetta Borgert 1901, Planktonetta atlantica Borgert 1901 as Gazelletta atlantica | IOSzooplanktondbase_Dec2012 |  | NaN | NaN 
90000000001264 | 90 | Planktoniella sol | 2483 |  | 702020401 |  | CPRdata | PLA | 2483 | 196815 
90000000003695 | 20 | Planktoniella sol | 2483 |  | 702020401 |  | MESD_PHYTO_MONITORING |  | 2483 | 196815 
90000000004801 | 20 | PLANTAE | 202422 |  | 399000000 |  | ANDREW COGSWELL AZMP PHYTOPLANKTON |  | 202422 | 3 
90000000003777 | 20 | plastic | -900001 |  | 0 |  | CPR2004 |  | NaN | NaN 
90000000005749 | 20 | Platichthys stellatus | 172893 |  | 1 |  | IOSzooplanktondbase_Dec2012 |  | 172893 | 154781 
90000000000255 | 90 | Platophrys grohmani | 172809 | Kyle 1913 | 8717000000 | The eggs and planktonic stages of British marine fishes, page 400 | KENNEDY 76026; | PLA | 172809 | 127128 
90000000000798 | 90 | Platophyrs | 172714 |  | 8717000000 |  |  | PLA | 172714 | 125576 
90000000002107 | 90 | Platyhelminthes | 53963 |  | 3900000000 |  | american CPR | PLAPHY | 53963 | 793 
90000000005853 | 20 | Platyias | 1 |  | 1 |  |  |  | NaN | 148357 
90000000004652 | 20 | Platylambrus serratus | 0 |  | 6175000000 |  | Ring_2003067_HL |  | NaN | 422030 
90000000003210 | 90 | Platynereis | 65947 | Kinberg, 1866 | 5001240500 | nfld authority field blank;  SFG | NFLD_longlist |  | 65947 | 129381 
90000000003647 | 90 | Platynereis dumerilii | 65950 | Audouin and Milne-Edwards, 1833 | 5001240500 | SFG | NFLD_longlist |  | 65950 | 130417 
90000000000767 | 90 | platyscelid | 95262 |  | 6170100000 |  | KENNEDY 81039;KENNEDY 80027; | PLA | 95262 | 101422 
90000000002016 | 90 | Platyscelus | 95263 |  | 6170100100 |  | american CPR; IOSdata | PLATYS | 95263 | 101807 
90000000002255 | 90 | Platyscelus serratulus | 95264 |  | 6170100100 |  | american CPR |  | 95264 | 236623 
90000000005561 | 20 | Platytrocidae | -7 |  | 1 | NAFC code 8438500000 | NAFC-June2011 | PLAFAM | NaN | 125514 
90000000005854 | 20 | Plecoptera | 1 |  | 1 |  |  |  | NaN | 593173 
90000000005750 | 20 | Plectobranchus evides | 171592 |  | 1 |  | IOSzooplanktondbase_Dec2012 |  | 171592 | 282283 
90000000005617 | 20 | Pleocyemata | 96105 | Burkenroad, 1963 | 1 |  | IOSzooplanktondbase_Dec2012 |  | 96105 | 106670 
90000000003211 | 90 | Plesiopenaeus | 96070 | Bate, 1881 | 6177050500 | nfld authority field blank;  Squires | NFLD_longlist |  | 96070 | 106809 
90000000003648 | 90 | Plesiopenaeus edwardsianus | 96071 | (Johnson, 1867) | 6177050500 | Squires | NFLD_longlist |  | 96071 | 210426 
90000000005432 | 20 | Pleuragramma antarcticum | 642933 |  | 9 |  | IOS_March2010 |  | 642933 | 234721 
90000000004032 | 90 | Pleurasiga | 13755 | Schiller 1925 | 1702030700 | Tomas et al 1997 pg 675 | IML_phyto_April2007 |  | 13755 | 105520 
90000000004144 | 90 | Pleurasiga minima | -70200 | Throndsen, 1970 | 1702030700 | Bérard-Therriault, L.; Poulin, M.; Bosse, L. 1999. Guide d'identification du phytoplancton marin de l'estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publication spéciale canadienne des sciences halieutiques et aquatiques; 128. 387 p. page 314  reference book Scientific Authority = Throndsen, 1970 | IML_PHYTO_Feb2007 |  | NaN | 105598 
90000000004145 | 90 | Pleurasiga reynoldsii | -70201 | Throndsen, 1970 | 1702030700 | Bérard-Therriault, L.; Poulin, M.; Bosse, L. 1999. Guide d'identification du phytoplancton marin de l'estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publication spéciale canadienne des sciences halieutiques et aquatiques; 128. 387 p. page 314  reference book Scientific Authority = Throndsen, 1970 | IML_PHYTO_Feb2007 |  | NaN | 105601 
90000000004146 | 90 | Pleurasiga tricaudata | -70202 | Booth, 1990 | 1702030700 | Bérard-Therriault, L.; Poulin, M.; Bosse, L. 1999. Guide d'identification du phytoplancton marin de l'estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publication spéciale canadienne des sciences halieutiques et aquatiques; 128. 387 p. page 315  reference book Scientific Authority = Booth, 1990 | IML_PHYTO_Feb2007 |  | NaN | 577483 
90000000000694 | 90 | Pleurobrachia | 53861 |  | 3802010100 |  | KENNEDY 79006;KENNEDY 80027;IOSdata | PLEURO | 53861 | 106346 
90000000001394 | 90 | Pleurobrachia bachei | 53863 |  | 3802010102 | PLEUROBRACHIA BRACHEI was in dbase | IOSdata | PLE | 53863 | 265191 
90000000002977 | 90 | Pleurobrachia brunnea | 53866 | Mayer, 1912                                   | 3802010100 | Gosner | NFLD_longlist |  | 53866 | 265192 
90000000000693 | 90 | Pleurobrachia pileus | 53862 |  | 3802010101 |  | KENNEDY 79006;KENNEDY 80027; | PLE | 53862 | 106386 
90000000000137 | 90 | Pleuromamma | 85751 | GIESBRECHT, 1898 | 6118160300 | ROSE BRODSKII WILSON OWRE&FOYO DAVIS | KENNEDY 77007;CPRdata IOSdata | PLERSP | 85751 | 104191 
90000000000135 | 90 | Pleuromamma abdominalis | 85752 | (LUBBOCK, 1856) | 6118160301 | ROSE (no parentheses) BRODSKII WILSON OWRE&FOYO DAVIS | KENNEDY 77007;CPRdata IOSdata; | PLEABD | 85752 | 104637 
90000000000749 | 90 | Pleuromamma abdominalis f. abysalis | -70361 | (LUBBOCK, 1856) | 6118160300 |  |  | PLEABA | 85752 | 104637 
90000000000750 | 90 | Pleuromamma abdominalis f. edentata | -70362 | (LUBBOCK, 1856) | 6118160300 |  |  | PLEABE | 85752 | 104637 
90000000000136 | 90 | Pleuromamma borealis | 85753 | (DAHL, 1893) | 6118160302 | ROSE (no parentheses) BRODSKII | KENNEDY 77007;CPRdata IOSdata; | PLEBOR | 85753 | 104638 
90000000000193 | 90 | Pleuromamma gracilis | 85754 | (CLAUS, 1863) | 6118160303 | ROSE (no parentheses) BRODSKII WILSON OWRE&FOYO | KENNEDY 77007;CPRdata IOSdata | PLEGRA | 85754 | 104639 
90000000001514 | 90 | Pleuromamma indica | -7233 | Wolfenden 1905a | 6118160300 | in Bradford-Grieve, J.M. 1999 NIWA Biodiversity Memoir No. 111, p.119 | CPRdata | PLEIND | NaN | 220900 
90000000000560 | 90 | Pleuromamma marina | -7234 |  | 6118160300 |  | KENNEDY 81039 | PLEMAR | NaN | NaN 
90000000001210 | 90 | Pleuromamma piseki | 85759 | FARRAN, 1929 | 6118160300 | ROSE OWRE&FOYO | CPRdata | PLEPIS | 85759 | 104640 
90000000000595 | 90 | Pleuromamma quadrungulata | 85755 | (DAHL, 1893) | 6118160304 | BRODSKII OWRE&FOYO ((F. Dahl, 1893)) DAVIS | KENNEDY83006;IOSdata; | PLEQUA | 85755 | 104641 
90000000000516 | 90 | Pleuromamma robusta | 85756 | (DAHL, 1893) | 6118160305 | ROSE (no parentheses) WILSON | KENNEDY 77007 | PLEROB | 85756 | 104642 
90000000000652 | 90 | Pleuromamma scutullata | 85757 | BRODSKY, 1950 | 6118160306 | BRODSKII (sp.nov.) | KENNEDY 84037;KENNEDY 80027;IOSdata; | PLESCU | 85757 | 354841 
90000000000266 | 90 | Pleuromamma xiphias | 85758 | (GIESBRECHT, 1889) | 6118160307 | ROSE (no parentheses) BRODSKII WILSON ((Giesbrecht, 1892)) OWRE&FOYO DAVIS | KENNEDY 77007;CPRdata IOSdata; | PLEXIP | 85758 | 104643 
90000000000946 | 90 | Pleuronectes | 172900 |  | 8857041500 |  |  | PLE | 172900 | 126120 
90000000000947 | 90 | Pleuronectes cynoglossus | 616055 | Linnaeus, 1758 | 8857041500 | no data |  | PLE | 616055 | 154183 
90000000000949 | 90 | Pleuronectes limanda | 616061 | Linnaeus, 1758 | 8857041500 | no data; KENNEDY |  | PLE | 616061 | 305733 
90000000000950 | 90 | Pleuronectes microcephalus | 616082 | DONOVAN, 1803 | 8857041500 | no data |  | PLE | 616082 | 154796 
90000000006034 | 20 | Pleuronectes putnami | 0 | (Gill, 1864) | 8857041500 | Formerly Liopsetta putnami |  |  | NaN | 305774 
90000000001656 | 90 | Pleuronectidae | 172859 |  | 8857040000 |  | SSIP;IOSdata | PLEFAM | 172859 | 125579 
90000000000401 | 90 | Pleuronectiformes | 172702 |  | 8855000000 |  | KENNEDY 77007; | PLEORD | 172702 | 10331 
90000000005433 | 20 | Pleuronichthys | 172922 | Girard, 1854 | 9 |  | IOS_March2010 |  | 172922 | 270459 
90000000005811 | 20 | Pleuronichthys coenosus | 172923 |  | 1 |  | IOSzooplanktondbase_Dec2012 |  | 172923 | 282290 
90000000005434 | 20 | Pleuronichthys decurrens | 172924 | Jordan and Gilbert, 1881 | 9 |  | IOS_March2010 |  | 172924 | 282292 
90000000002083 | 90 | Pleurosigma | 4592 |  | 703051700 |  | american CPR |  | 4592 | 149181 
90000000003696 | 20 | Pleurosigma aestuarii | 4605 |  | 703051710 |  | MESD_PHYTO_MONITORING |  | 4605 | 149506 
90000000002574 | 90 | Pleurosigma angulatum | 4593 |  | 703051701 |  | jm_list; |  | 4593 | 149183 
90000000004653 | 20 | Pleurosigma angulatum var. strigosa | 0 |  | 703051700 |  | SABSphyto |  | NaN | 577640 
90000000003697 | 20 | Pleurosigma carinatum | -7921 |  | 703051700 |  | MESD_PHYTO_MONITORING |  | NaN | 549217 
90000000002573 | 90 | Pleurosigma formosum | 4599 |  | 703051704 |  |  |  | 4599 | 156580 
90000000003653 | 20 | Pleurosigma normani | 4603 |  | 703051708 | Pritchard 1861.  In:  Tomas C.R. ed. 1997.   Identifying Marine Phytoplankton.  Pg.282 | AZMP_PHYTO_2004 |  | 4603 | 149182 
90000000002527 | 90 | Pleurosigma normani | 4603 |  | 703051708 |  | AZMP_PHYTO |  | 4603 | 149182 
90000000003698 | 20 | Pleurosigma normanii | 4603 |  | 703051708 |  | MESD_PHYTO_MONITORING |  | 4603 | 149182 
90000000002489 | 90 | Pleurosigma strigosum | 4618 |  | 703051723 |  |  |  | 4618 | 156586 
90000000002700 | 90 | Pleurosigma/Gyrosigma | -6927 |  | 703050000 |  | SABSphyto |  | 590774 | 149032 
90000000003880 | 20 | Pleurosigmataceae | 590774 | MERSECHK | -1 |  | GROUP CLASS |  | 590774 | 149032 
90000000005677 | 20 | Pleurostomella brevis | -7 |  | 1 |  | ArcticNet2005 |  | NaN | 113653 
90000000002256 | 90 | Pleustes panoplus | 94790 | KROYER, 1838 | 6169430400 |  | american CPR |  | 94790 | 103016 
90000000000975 | 90 | Pleustes panoplus | 94790 | KROYER, 1838 | 6169430400 |  |  |  | 94790 | 103016 
90000000002257 | 90 | Pleusymtes glaber | 94797 | (BOECK, 1861) | 6169430500 |  | american CPR |  | 94797 | 103020 
90000000005855 | 20 | Ploesoma | 1 |  | 1 |  |  |  | NaN | 134956 
90000000002978 | 90 | Ploima | 58343 |  | 4506000000 | SFG | NFLD_longlist |  | 58343 | 17904 
90000000003212 | 90 | Plotocnide | 48933 | Wagner, 1885                                  | 3703030300 | nfld authority field blank;  Shih | NFLD_longlist |  | 48933 | 117064 
90000000002979 | 90 | Plotocnide borealis | 48934 | Wagner, 1885                                  | 3703030300 | Shih | NFLD_longlist |  | 48934 | 117458 
90000000001395 | 90 | Plotohelmis | 65400 |  | 5001140300 |  | IOSdata | PLO | 65400 | 129147 
90000000004443 | 20 | Plotohelmis tenuis | 65401 | (Apstein, 1900) | 5001140300 |  | IOS1 |  | 65401 | 129755 
90000000001461 | 90 | Pneumoderma | -70363 | CUVIER, 1805 | 5125030100 |  | CPRdata | PNE | 78066 | 138365 
90000000004444 | 20 | Pneumoderma atlanticum | 78067 | (Oken, 1815) | 5125030100 |  | IOS1 |  | 78067 | 224451 
90000000003853 | 20 | Pneumoderma atlanticum pacificum | 78069 | Dall, 1872 | 5125030100 |  | IOS2006 |  | 78069 | 585864 
90000000001420 | 90 | Pneumodermopsis | 78071 | KEFERSTEIN, 1862 | 5125030200 |  | CPRdata | PNE | 78071 | 138366 
90000000001199 | 90 | Pneumodermopsis canephora | 205221 | PRUVOT-FOL, 1924 | 5125030200 |  | CPRdata | PNE | 205221 | 140824 
90000000000829 | 90 | Pneumodermopsis ciliata | 205222 | (GEGENBAUER, 1855) | 5125030200 |  | ICNAF | PNE | 205222 | 140825 
90000000001458 | 90 | Pneumodermopsis paucidens | 78073 | (BOAS, 1886) | 5125030200 |  | CPRdata | PNE | 78073 | 140826 
90000000005277 | 20 | Podalarius typicus | -7 |  | 6171010000 | unaccepted synonym of Pariambus typicus (Kroyer, 1844) TSN 95444 | episled_71001(Sameoto_Petpsewick) |  | 95444 | 101857 
90000000002008 | 90 | Podoceridae | 94820 |  | 6169440000 |  | american CPR | PODFAM | 94820 | 101405 
90000000003213 | 90 | Podocerus | 94851 | Leach, 1814 | 6169440400 | nfld authority field blank;  SFG | NFLD_longlist |  | 94851 | 101740 
90000000002980 | 90 | Podocerus variegatus | 206564 | Leach, 1814 | 6169440400 | SFG | NFLD_longlist |  | 206564 | 103056 
90000000005129 | 20 | Podocopa | 84409 |  | 6113000000 |  | NL - Trinity Bay |  | 84409 | 155944 
90000000000013 | 90 | Podocoryne | 49337 | SARS, 1846 | 3703180200 | jelly | KENNEDY96028; | PODOCO | 49337 | 158178 
90000000005130 | 20 | Podocoryne borealis | 49339 |  | 3703180200 |  | NL - Trinity Bay |  | 49339 | 117654 
90000000005131 | 20 | Podocoryne carnea | 49341 | M. Sars, 1846 | 3703180200 | now Hydractinia carnea which only occurs in Europe, H. americana being the one occurring in NW Atlantic | NL - Trinity Bay |  | 49341 | 220573 
90000000002528 | 90 | Podocystis | 3150 |  | 703010900 |  | AZMP_PHYTO |  | 3150 | 248089 
90000000001217 | 90 | Podolampas | 10498 |  | 1204190200 |  | CPRdata | POD | 10498 | 109550 
90000000002105 | 90 | Podolampas spinifer | 10502 |  | 1204190204 |  | american CPR |  | 10502 | 418161 
90000000000033 | 90 | Podon | 83964 |  | 6109050200 |  | KENNEDY 76026;CPRdata IOSdata | PODOSP | 83964 | 106269 
90000000000207 | 90 | Podon intermedius | 83965 |  | 6109050201 |  | KENNEDY 76026 | PODINT | 83965 | 106276 
90000000000032 | 90 | Podon leuckartii | 83966 | SARS, 1862 | 6109050202 |  | KENNEDY 84037;KENNEDY 80027; | PODLEU | 83966 | 106277 
90000000001520 | 90 | Podon polyphemoides | 83967 | (LEUCKART, 1859) | 6109050200 |  | KENNEDY74029;IOSdata | PODPOL | 83967 | 159919 
90000000000951 | 90 | Podoplea | 610008 |  | 6117000000 | copepoda |  | POD | 610008 | 155879 
90000000001182 | 90 | Podosira stelliger | 2382 |  | 702010801 |  | CPRdata | POD | 2382 | 345506 
90000000003214 | 90 | Poecilostomatoida | 610009 | Thorell, 1859 | 6117000000 | nfld authority field blank;  TA | NFLD_longlist |  | 610009 | 1103 
90000000001396 | 90 | Poeobius meseres | 67310 |  | 5001560100 |  | IOSdata | POE | 67310 | 330855 
90000000005132 | 20 | Pogonias cromis | 169288 |  | 8835440800 |  | NL - Trinity Bay |  | 169288 | 159333 
90000000005133 | 20 | Polinices heros | 72923 |  | 5103760400 |  | NL - Trinity Bay |  | 72923 | 160460 
90000000005134 | 20 | Polinices triseriata | 72921 |  | 5103760400 |  | NL - Trinity Bay |  | 72921 | 584810 
90000000003215 | 90 | Pollachius | 164726 | Nilsson, 1832 | 8791030900 | nfld authority field blank;  AFS | NFLD_longlist |  | 164726 | 125736 
90000000000287 | 90 | Pollachius virens | 164727 | (LINNAEUS, 1758) | 8791030901 |  | SSIP | POLVIR | 164727 | 126441 
90000000002665 | 90 | pollen | -900004 |  | 0 |  | AZMP |  | NaN | NaN 
90000000001472 | 90 | pollen - Pinus pollen | -900003 |  | 0 |  | CPRdata | PIN | 18035 | NaN 
90000000001875 | 90 | Pollichthys mauli | 162189 | (POLL, 1953) | 8759010601 |  | SSIP | POL | 162189 | 127299 
90000000005856 | 20 | Polyarthra | 1 |  | 1 |  |  |  | NaN | 134957 
90000000004654 | 20 | Polyasterias | 0 |  | 1003010100 |  | SABSphyto |  | NaN | 172816 
90000000003740 | 90 | Polyasterias problematica | 9577 |  | 1003010101 |  | MESD_PHYTO_PPP2000 |  | 9577 | 172818 
90000000002691 | 90 | Polyasterias problematica | 9577 |  | 1003010101 | POLYASTERIAS PROBLEMATICA | SABSphyto |  | 9577 | 172818 
90000000004147 | 90 | Polyasterias problematica | 9577 |  | 1003010101 | Bérard-Therriault, L.; Poulin, M.; Bosse, L. 1999. Guide d'identification du phytoplancton marin de l'estuaire et du golfe du Saint-Laurent incluant également certains protozoaires. Publication spéciale canadienne des sciences halieutiques et aquatiques; 128. 387 p. page 323  reference book Scientific Authority = (Cleve) Meunier 1910 | IML_PHYTO_Feb2007 |  | 9577 | 172818 
90000000000020 | 90 | Polychaeta | 64358 |  | 5001000000 |  | KENNEDY 77007;CPRdata IOSdata | POLCLA | 64358 | 883 
90000000003216 | 90 | Polycheles | 97687 | Heller, 1862 | 6182030200 | nfld authority field blank;  Squires | NFLD_longlist |  | 97687 | 107056 
90000000002981 | 90 | Polycheles granulatus | 97690 | Faxon, 1893 | 6182030200 | Squires | NFLD_longlist |  | 97690 | 107695 
90000000003217 | 90 | Polychelidae | 97683 | Wood-Mason, 1874 | 6182030000 | nfld authority field blank;  Squires | NFLD_longlist |  | 97683 | 106793 
90000000005605 | 20 | Polycheria | 93662 | Haswell, 1879 | 1 |  | IOSzooplanktondbase_Dec2012 |  | 93662 | 203865 
90000000002982 | 90 | Polycope | 84404 |  | 6112010100 | SFG | NFLD_longlist |  | 84404 | 127561 
90000000003580 | 90 | Polycope orbicularis | 84405 |  | 6112010100 | nfld authority field blank;  SFG | NFLD_longlist |  | 84405 | 127880 
90000000005135 | 20 | Polycopidae | 84403 |  | 6112010000 |  | NL - Trinity Bay |  | 84403 | 127484 
90000000003218 | 90 | Polydora | 66789 | Bosc, 1802 | 5001430400 | nfld authority field blank;  SFG | NFLD_longlist |  | 66789 | 129619 
90000000005136 | 20 | Polydora caulleryi | 66794 |  | 5001430400 |  | NL - Trinity Bay |  | 66794 | 178212 
90000000005137 | 20 | Polydora ciliata | 66795 |  | 5001430400 |  | NL - Trinity Bay |  | 66795 | 131141 
90000000005138 | 20 | Polydora commensalis | 66800 |  | 5001430400 |  | NL - Trinity Bay |  | 66800 | 157536 
90000000005139 | 20 | Polydora concharum | 66804 |  | 5001430400 |  | NL - Trinity Bay |  | 66804 | 157537 
